"X" "Y"
47 9.67996923698244
48 12.1229201647668
49 12.0984938216167
50 7.97515412825015
51 10.805231852698
52 12.2338093239517
53 11.9769955851938
54 10.6389445024552
55 14.6905100413081
56 13.7474990221093
57 12.4478807110633
58 13.2649311624331
59 12.8737485951471
60 13.6893451296541
61 13.3607203062461
62 12.6569986928412
63 12.2326929511327
64 14.4235983770272
65 15.1770108282206
66 13.1892220059375
67 14.041539161181
68 13.6435442301789
69 16.2296611829251
70 14.1176075657786
71 16.278718814461
72 15.3047228673938
73 17.6809228983589
74 15.2818898726291
75 16.2987148380555
76 15.5301139047098
77 17.3396475774423
78 14.4652473527182
79 19.238031019925
80 13.8674215252129
81 18.3060709793082
82 17.6966877829365
83 18.2116553071455
84 15.7583367811439
85 17.9922124096019
86 15.743872565524
87 19.9443064221312
88 19.3239739137638
89 16.5437785935323
90 17.2546802520183
91 20.2941311534432
92 18.9106437393415
93 20.4013059549114
94 20.0219570309429
95 21.283617436727
96 20.8493903349021
97 20.107206702686
98 22.6036375390544
99 20.6051160833903
100 20.2702256196784
0 0.729253049835692
1 2.35408111383027
2 1.26543553805385
3 1.68930729310155
4 1.38436785866929
5 0.210542494982089
6 2.36910432535785
7 4.45875306420943
8 3.06095216200585
9 1.66414992506424
10 5.88247458334019
11 2.90689742592077
12 2.07679543756039
13 4.75306836491122
14 3.51284546278165
15 3.38562955091946
16 3.45729975843482
17 4.0605488519239
18 5.32490254752855
19 2.57879902314342
20 5.26391862898368
21 4.27890864288889
22 5.43271128145572
23 3.48092879220492
24 6.0335790019054
25 4.8966631663212
26 7.60468603119619
27 9.74481945355893
28 7.88627505683446
29 6.802563513298
30 8.37455459157192
31 6.83912677598971
32 8.15267133284557
33 8.73824211096585
34 7.70721950999472
35 5.91565353678101
36 7.19817536133197
37 6.7967769134467
38 11.3395562800157
39 7.06007144144573
40 11.0561120609365
41 8.66915600006637
42 9.76314367248811
43 9.77078712208852
44 12.2570758898871
45 7.54184648762607
46 10.3681142484634
47 13.5446214001352
48 9.51719457031353
49 10.819712997935
50 9.48628086073085
51 9.70560685857324
52 9.25078055459512
53 13.4252789237134
54 12.4283225239103
55 11.8366477632295
56 12.1154893710011
57 10.9883784251988
58 10.0640843249205
59 12.0848489258324
60 13.9608202843339
61 15.5002339078208
62 15.8013794945885
63 13.2835841630672
64 13.2145103421635
65 12.2818480269738
66 13.5212936183397
67 13.2163030344666
68 16.1996750053116
69 17.1663338209509
70 13.7713152608337
71 14.774282016283
72 15.0470761893105
73 11.9581943776626
74 14.6275779081703
75 15.9387188403287
76 14.1625668352932
77 16.1404534161261
78 18.9722006440879
79 16.4988212158877
80 18.41410391572
81 15.5205431735066
82 16.7136078311448
83 18.6752883982272
84 18.5756782514012
85 19.7580535355598
86 18.5225180051585
87 19.4018640558945
88 17.6877619103706
89 18.5727513221159
90 18.5759476583688
91 18.944021214409
92 20.9656002186761
93 20.0894055689236
94 18.1138837046467
95 18.5739629485159
96 20.3154666707094
97 19.7857510011274
98 20.2077196693939
99 18.2343597745949
100 21.0971266101493
0 2.3192073697194
1 0.104884332984624
2 1.89135776353814
3 1.64177837032965
4 2.19345846715974
5 0.908890217046644
6 0.803099813310478
7 2.75104522273149
8 1.79358501559401
9 0.986822244550402
10 3.29186512923646
11 3.82259729818448
12 2.61108669034402
13 4.95899980240384
14 5.31413081533129
15 2.62256710798585
16 4.35862866382827
17 4.91513076099149
18 3.87273146772956
19 5.1174323169529
20 6.64711233141944
21 4.76126136441397
22 5.92496085299706
23 4.57166786492481
24 5.12247960205518
25 4.70295568827212
26 5.32077700602623
27 2.68344893035606
28 8.67910289434659
29 4.79557811033352
30 5.49530594967644
31 6.62912400089948
32 8.94076392592373
33 6.68529695054545
34 6.72199577944896
35 7.74517158409224
36 7.1008000417946
37 9.11401229193346
38 9.29308761642954
39 7.42080776374615
40 7.56606603138063
41 7.95029223865775
42 7.12229212960608
43 12.6393817016645
44 8.95338313845096
45 11.0914092546826
46 9.19418565778004
47 7.99028263800387
48 10.59803704366
49 9.63557938965334
50 11.9632943484008
51 11.9959803022732
52 11.329048459298
53 13.0882831829599
54 11.7508389600357
55 13.7013392745826
56 14.7684872457169
57 8.66606792386447
58 11.2429031336916
59 7.26252264232955
60 16.437587534769
61 11.5408819849554
62 10.5991199069517
63 12.9842856618786
64 13.5208195146627
65 14.7487817892067
66 13.2555266171038
67 12.6566782897557
68 14.5015292044701
69 16.4008632349218
70 14.5211442399507
71 15.5141555794189
72 13.9202658094544
73 15.320104773309
74 15.8046857105269
75 15.8099772433972
76 17.4790066821707
77 15.6979486075233
78 18.9090875604313
79 18.6776171152373
80 15.7249657592339
81 15.0875047038181
82 17.2262825478355
83 19.2843557613933
84 17.1051395338636
85 16.801431537189
86 18.1828319159353
87 19.7930548750269
88 19.3883852904302
89 18.8989827102937
90 19.8366586799608
91 18.9685914156022
92 22.2779519022128
93 18.6367664981436
94 20.5947503837809
95 19.0152458122437
96 20.4051211274237
97 22.2747886957503
98 21.0375283356675
99 22.7841074904568
100 19.8062206266661
0 0.00574464526483898
1 0.272172238709625
2 2.28413205914792
3 2.10724799320109
4 0.208276723927812
5 3.16284952898493
6 3.22917944646233
7 3.18301944075829
8 0.515521267435448
9 5.19679479635233
10 2.88495144626125
11 0.0913199637102591
12 6.3749819845565
13 2.89231259780303
14 2.99006840244687
15 2.1361108309375
16 3.55504712154639
17 4.57217205098483
18 3.14320362175628
19 4.1960035555916
20 7.55712566468297
21 2.4239499411017
22 6.5002670343049
23 4.55488194340204
24 8.28432068121851
25 4.930665849439
26 6.29083302371899
27 6.48099670952299
28 5.63068062073859
29 4.52919968877625
30 8.21696370638888
31 6.73938684078459
32 5.33507912388233
33 5.30712353818093
34 7.52433829178617
35 5.15404704196368
36 10.3951111633636
37 9.22327827463765
38 10.8453036823894
39 6.5286818871248
40 9.51884330389507
41 8.12812248182119
42 10.3920035763711
43 6.92892063512873
44 9.0040152982894
45 7.73704756125887
46 9.28674254601654
47 11.9985192175149
48 9.63897534538671
49 8.54264288521947
50 12.1055150933824
51 9.70300078635698
52 13.4600583735559
53 13.2583279948193
54 12.5197229661208
55 13.4541972778909
56 12.4033623874349
57 14.157073069737
58 11.293328077044
59 12.1102906834191
60 12.3990566344972
61 13.0981803531482
62 14.8636217929109
63 12.4588151393427
64 14.2525671237398
65 14.9749520445874
66 14.6092825627983
67 14.8890806003438
68 13.3244232045151
69 14.0975626182507
70 14.3359545123736
71 15.3134379618733
72 15.1016947968214
73 16.0578442646453
74 14.222430480683
75 15.2699313317294
76 14.4636546752118
77 16.5736322876758
78 14.5123561386099
79 17.6760331399169
80 14.576313631959
81 17.849775528068
82 20.4024354410886
83 18.1431108707759
84 14.7118104796678
85 17.97610375741
86 20.6770252333021
87 18.7439388381221
88 18.7309151660656
89 19.565317095552
90 19.7925335828978
91 22.5514976467223
92 20.6987032971914
93 21.8818422368001
94 18.1907991906742
95 19.6843396259975
96 19.7836625662622
97 18.4257793129443
98 18.5963674296673
99 22.5401933061759
100 19.1619904647944
0 2.29579579572985
1 4.4816250559927
2 -0.113035583634927
3 0.593236061029536
4 2.66920963095115
5 0.175930866231501
6 3.43195626875036
7 1.03520935147846
8 4.09300942072203
9 6.03193739729789
10 4.08459029460096
11 2.38829069702336
12 3.28080408205838
13 4.7522859812105
14 4.08436569762165
15 5.53399477378028
16 6.69972742393661
17 2.96195381105397
18 4.11595540934511
19 5.0076380130313
20 5.1728812684494
21 5.15478635933117
22 5.15454159741098
23 4.33368797939973
24 4.84411667338196
25 6.81214657570468
26 6.5780410416696
27 2.93928829413162
28 8.81341892322282
29 5.70458820057817
30 6.275704984045
31 6.5804640972016
32 8.84497532043381
33 9.22446739768038
34 7.36101979661488
35 6.18170266342746
36 8.80313862903487
37 9.7127846286977
38 6.25990036155517
39 9.12615987131865
40 8.51223678091069
41 7.77069032828343
42 7.35599358353338
43 8.92786913875076
44 10.1453391755124
45 12.0720684565028
46 10.6069830213877
47 11.8735534475554
48 10.5093296872145
49 9.0020379044954
50 8.7126177440617
51 8.46179912862369
52 12.056775775553
53 11.5600230871404
54 10.9755910375741
55 11.8721892933239
56 12.3607961276705
57 13.4015720954321
58 16.0823696837194
59 15.8648235478277
60 13.7272487997868
61 11.2171765776315
62 13.9235710779837
63 14.6371479414318
64 12.6806004893983
65 12.3745976462218
66 13.5994765018684
67 14.340164358125
68 14.1653446219441
69 16.6674296145847
70 12.4522375490413
71 12.5909310485032
72 13.6917439051515
73 14.9941170318893
74 16.6628623623582
75 18.8201715132746
76 15.6701844754662
77 15.230011156504
78 17.8301528313138
79 15.4540667388623
80 17.7373614489396
81 19.1426126620154
82 17.0763172892538
83 19.8803292947604
84 17.6790800531757
85 18.0040409275905
86 19.3446062256584
87 20.2145732543361
88 18.5121105825842
89 19.4015826771587
90 19.9561676511328
91 17.3598996616224
92 17.555957156159
93 18.6843267047708
94 15.5420587092954
95 20.4072802471208
96 25.2384736135904
97 19.3470551160671
98 22.0542100692434
99 22.1610155073213
100 22.3770890300541
0 -0.411827562899784
1 -1.64884728562038
2 0.245627165354009
3 2.83091811883608
4 5.46651009455745
5 3.16524519988227
6 2.61566987211266
7 2.30066407087499
8 0.0145369362218304
9 3.9351220342981
10 3.57141630930255
11 0.754471058975739
12 3.25332576284822
13 2.23062198961473
14 3.12286070060164
15 3.24442308966888
16 6.37282907640149
17 3.68051383857057
18 0.973538111291426
19 4.575251856405
20 5.24515241060472
21 5.16320007126559
22 3.3607802337142
23 2.92983979561103
24 7.86897146318491
25 4.57774192462136
26 8.40307980695823
27 7.23662086420555
28 5.49116376499372
29 5.12875149321705
30 6.13237832212105
31 6.11974155653187
32 4.63965191058116
33 8.19203440495987
34 8.78308973542589
35 6.70302615867861
36 9.49649980461077
37 9.2858641252533
38 7.0391184287336
39 9.12974862760494
40 8.60746433011065
41 10.8737168920664
42 11.6547456502988
43 11.0997292916975
44 10.0124617433454
45 7.88745948396658
46 12.7027018642233
47 11.3870244753392
48 11.6475155135022
49 8.64381388490207
50 10.4416672443365
51 12.6676961239312
52 11.8731416946053
53 10.4904372002543
54 14.0272413320671
55 11.2660841530507
56 11.3617711498871
57 10.0147135094168
58 12.6215526262387
59 12.2510387564268
60 10.4375155987685
61 12.8340088171874
62 12.2047078512964
63 13.1492179062621
64 16.8914786933673
65 15.6116158504667
66 14.59737920198
67 16.5571847650992
68 14.7115878022378
69 13.24848375592
70 11.4000174971595
71 15.3468645988354
72 14.0016923779772
73 17.158003157425
74 12.9391088917257
75 15.3435241316722
76 18.2199385005177
77 18.7240776557819
78 18.6732263564274
79 16.3687020460007
80 17.6110437510696
81 18.0456178155075
82 18.5524536201302
83 15.8102304703775
84 18.3617604626701
85 16.102386469196
86 17.7040057817446
87 17.0517949643236
88 16.417010597147
89 19.2236073179061
90 20.0416036472424
91 16.9960119021546
92 20.0090610921307
93 16.3459509894627
94 19.9952882753917
95 18.5497029079737
96 20.2220547166687
97 20.6066722226872
98 21.4073491704851
99 19.5098845968816
100 21.067681147834
0 2.51961295726039
1 2.90666693168318
2 0.908357371856461
3 4.02158395586906
4 2.82313852135816
5 2.91464366221494
6 -0.116999842374134
7 5.65476570611118
8 6.03226740437206
9 5.0790316746215
10 4.82650216688381
11 5.03665376224924
12 0.748558449236465
13 3.57431342919654
14 4.1411626703904
15 4.42068046611046
16 7.46020305537202
17 1.57058973925189
18 8.83467242396986
19 5.49561024572515
20 8.92429547415039
21 3.42116971259718
22 6.54791876712429
23 5.03126349057105
24 7.47010164298946
25 7.32903006069637
26 5.76973013676387
27 4.6863333910666
28 8.03844379797999
29 6.6765891266661
30 6.41438480145488
31 6.72722620380481
32 5.58089365663087
33 8.33488525040817
34 7.3161753401821
35 9.38574362048727
36 7.66941157234403
37 6.06536507340302
38 7.06257150603366
39 11.2856873863265
40 7.12055529695527
41 10.075025114156
42 6.9388412912574
43 10.2609162010075
44 11.2758739428806
45 7.18876590073739
46 10.4112240939733
47 9.84303871421022
48 11.0532581192268
49 8.65861119750232
50 9.33400428497485
51 11.2665445872567
52 13.2370468793873
53 11.392774794492
54 8.83896727474779
55 11.0858736042506
56 10.9204907622732
57 12.5972968477371
58 13.6995352297087
59 14.3229394330329
60 14.0310274958471
61 11.8601014866039
62 12.8694010206474
63 14.8328990786835
64 12.8390688806236
65 13.2778589544815
66 14.5819829464057
67 14.094147925593
68 16.3951291810045
69 14.8489783627753
70 15.7418293599689
71 17.1534860796572
72 15.7436940023431
73 17.5344064187677
74 15.3940856171496
75 17.1298351915638
76 16.2113530410696
77 13.2826986556402
78 15.4949145536881
79 16.1836080767797
80 14.4346729329885
81 18.3261457809036
82 18.9955162981167
83 20.7656609337808
84 21.0962669526834
85 18.8119310599852
86 18.651886539642
87 20.1844491554506
88 18.9461999694161
89 21.0431730895678
90 21.7493845762587
91 19.0263305805073
92 19.237435135302
93 18.5511701395469
94 20.7385458535347
95 18.3269748983257
96 19.9946810988662
97 20.4045905274953
98 22.6686877195949
99 21.7277854041896
100 22.2327404011343
0 1.82930665413118
1 0.386277052707955
2 3.56617154142861
3 1.66892567148951
4 3.29620428312848
5 0.181951485343698
6 1.50121124814045
7 1.20159899063639
8 2.17211918752984
9 2.23835835984621
10 4.61054516886252
11 3.45838495377477
12 6.2221555883609
13 3.21732939359784
14 6.7192978649135
15 3.46687534054702
16 1.51567855788692
17 5.53834928168649
18 4.51049399940309
19 0.753773030096683
20 3.56601244832712
21 0.785164870858472
22 2.88773193426402
23 5.43899983760662
24 5.89823992773783
25 4.55292836307519
26 6.83436100561331
27 10.4376230484042
28 6.35099661171853
29 5.11368002967127
30 7.10067412887672
31 9.26868870182563
32 9.51094402556063
33 8.41088880944122
34 6.40000969039553
35 7.6893423288051
36 8.86814478364843
37 8.60438631974687
38 7.58832970249184
39 11.0022827902788
40 7.20137679835925
41 11.2533382881863
42 7.99885833313554
43 7.55488405946597
44 9.15789136810885
45 10.5434470723594
46 9.71970241192387
47 9.17591329634354
48 9.83018647734554
49 9.56265847068408
50 9.70937556915047
51 11.1343874232035
52 12.2095688846601
53 13.3813454677962
54 11.4009342576704
55 11.572719389096
56 10.9072607450128
57 11.8039787815298
58 14.2351915457871
59 13.7913621027421
60 12.0672378970107
61 14.4638087935146
62 13.7548379805024
63 14.6244453777671
64 16.1348691975684
65 13.7999536831545
66 13.5078790710741
67 13.8846918247003
68 14.6424498474326
69 15.3770728153006
70 15.4879445391118
71 15.3459704635163
72 14.3124730936981
73 16.8179254123158
74 13.7503889062382
75 14.1850303068855
76 14.4960150358661
77 15.085283049308
78 16.1291765712214
79 15.8904740398412
80 18.3099082630499
81 19.7439755251784
82 17.0677711140281
83 14.9590254119297
84 18.2652109250254
85 11.9675391187117
86 18.7844749711013
87 16.6153086555397
88 19.7997143756052
89 20.0484612911366
90 21.2411797196384
91 19.6381257321773
92 18.7967653161353
93 21.104965494169
94 18.0496384243109
95 18.8005797045187
96 23.2003384880196
97 21.5793407676818
98 20.1206194346321
99 20.2801483815606
100 20.2865170823697
0 0.798404186040826
1 1.36706760098751
2 0.91837528355734
3 2.37442141487233
4 0.969801843781021
5 2.21568642074896
6 3.48792939514506
7 2.79521970181135
8 2.31796069935703
9 3.86994041584569
10 2.7517094293885
11 4.61617030227557
12 2.14647374171261
13 5.45454955176594
14 3.66469930005716
15 3.42776207736428
16 5.8521808681034
17 4.90504698933744
18 6.15074792434869
19 5.2230456155361
20 5.0058085041602
21 7.82333139302518
22 7.37905080052826
23 5.34444624862823
24 5.34469306090119
25 6.03183846849482
26 5.68629946351792
27 8.12186666000273
28 4.66648482986241
29 6.46504624428766
30 6.84427714516245
31 7.2183165537916
32 4.13721597865578
33 6.90958182261673
34 7.49858897923084
35 6.01081456416152
36 4.72074614391099
37 7.54150266449197
38 9.16806047833149
39 6.59962053479461
40 10.0331905056302
41 7.51809947164256
42 9.72970100770504
43 10.3471227696743
44 9.86456727399956
45 9.3180603094346
46 10.7258968004488
47 8.17076282973089
48 13.1737510911713
49 11.1808413469304
50 10.6377291513833
51 12.1925996689271
52 10.8799596282226
53 12.7291238257192
54 11.9873347129278
55 9.81109141993905
56 10.1480529139088
57 10.6390635364859
58 11.0939357404591
59 13.7451719871171
60 11.1691289081066
61 12.4326935875454
62 11.649705469807
63 11.9795052967039
64 12.2144680860152
65 10.554867447725
66 15.1287923763774
67 14.888311919376
68 16.4245383481374
69 12.6455578171077
70 17.0065948265233
71 17.4282598583217
72 12.6042362310991
73 16.6750818298435
74 15.2926205506626
75 14.5945712473246
76 17.5560923957933
77 15.6109068752696
78 14.2868663770037
79 15.3835145927007
80 19.1305445419981
81 18.2013042419291
82 18.3123722146449
83 19.0881778693851
84 19.3858105885465
85 16.5216088376141
86 17.8890477728998
87 18.4405678004945
88 19.0588476949687
89 18.6676191390556
90 19.9132052872024
91 18.248124524479
92 18.8642293978498
93 19.0772716306723
94 19.9960063108155
95 21.4811899121254
96 20.624055827013
97 19.877373691317
98 21.0255083777907
99 22.5892409300448
100 20.0777195489054
